Latitude UTM (m),Longitude UTM (m)
337422,2699312
337420,2699332
337420,2699338
337399,2699597
335485,2701389
335466,2701407
335312,2701551
333518,2703231
330947,2705643
329206,2707276
327623,2708762
326601,2709720
323405,2706317
322108,2708559
322015,2708720
321179,2710324
319723,2713119
319393,2713752
318474,2715516
318462,2715540
318398,2715662
318158,2716122
318127,2716181
318048,2716334
318046,2716338
318014,2716399
317977,2716470
317706,2716989
317702,2716997
317497,2718813
317478,2718986
317455,2719193
317444,2719285
317429,2719421
317425,2719451
317396,2719713
317365,2719988
317341,2720197
317327,2720324
317303,2720537
317300,2720565
317296,2720594
317270,2720824
317256,2720949
317243,2721070
317232,2721166
317216,2721306
317209,2721367
317200,2721451
317213,2721551
317222,2721624
317238,2721742
317247,2721807
317269,2721979
317269,2721980
317303,2722233
317304,2722251
317310,2722369
317319,2722551
317321,2722571
317330,2722748
317354,2723197
317355,2723215
317358,2723288
317359,2723293
317412,2724306
317472,2725449
317621,2728272
317715,2730049
317975,2733937
317985,2734079
318001,2734314
318072,2735381
318073,2735400
318085,2735576
318086,2735588
318089,2735629
318090,2735657
318110,2735945
318110,2735947
318243,2737933
318243,2737941
318244,2737955
318248,2738011
318250,2738042
318254,2738104
318256,2738133
318278,2738457
318283,2738531
318284,2738549
318258,2738626
318211,2738762
318054,2739223
317969,2739470
317828,2739884
317821,2739906
317779,2740028
317762,2740079
317508,2740820
317508,2740823
317466,2740946
317435,2741036
317401,2741135
317380,2741197
317138,2741906
317107,2741996
317015,2742265
317006,2742293
316992,2742331
316969,2742399
316710,2743159
316600,2743439
316580,2743490
316472,2743766
316466,2743781
316442,2743843
316189,2744488
316182,2744507
316145,2744599
315810,2745454
315784,2745520
315314,2746720
315355,2747053
315384,2747292
315439,2747744
315453,2747858
315459,2747904
315460,2747914
316467,2748827
316559,2748909
316895,2749215
318426,2750602
319069,2751184
319835,2751878
320564,2752538
320885,2752829
321414,2753309
321974,2753816
322360,2754166
323100,2754838
323364,2755078
325547,2757056
325466,2757141
325428,2757181
325377,2757234
325333,2757280
324800,2757840
324762,2757880
324208,2758462
323777,2758914
323686,2759009
323666,2759030
323614,2759085
323364,2759347
323329,2759384
323160,2759561
323129,2759594
322910,2759823
322886,2759846
322722,2759999
322499,2760206
322311,2760381
322096,2760582
321535,2761105
320631,2761947
320475,2762092
320457,2762109
320457,2762109
320337,2762221
320060,2762479
319604,2762904
319459,2763028
319427,2763055
319319,2763144
319167,2763268
319114,2763834
319066,2763867
318848,2764015
318831,2764027
318639,2764158
318539,2764226
318504,2764250
318358,2764350
318194,2764463
318043,2764565
317745,2764765
317661,2764821
317033,2765240
316938,2765304
316642,2765502
316601,2765529
316440,2765637
316369,2765684
316167,2765819
316179,2765921
316190,2766022
316208,2766183
316220,2766289
316229,2766364
316241,2766469
316259,2766631
316280,2766823
316293,2766935
316394,2767836
316470,2768513
316471,2768521
316816,2771593
316828,2771699
316887,2772220
316983,2773080
317393,2776733
317417,2776943
317417,2776948
317417,2776950
317418,2776959
317760,2780010
317777,2780160
317783,2780211
317788,2780256
317790,2780272
317799,2780358
317808,2780437
317813,2780481
317814,2780491
317819,2780537
317822,2780559
317823,2780565
317824,2780573
317832,2780646
317850,2780810
317894,2781204
317901,2781267
317971,2781885
317981,2781976
317998,2782126
318001,2782159
318021,2782333
318032,2782432
318050,2782597
318057,2782654
318086,2782914
318088,2782936
318111,2783136
318111,2783136
318123,2783238
318130,2783295
318150,2783462
318156,2783513
318180,2783706
318190,2783788
318238,2784186
318246,2784250
318271,2784463
318345,2784522
318911,2784980
318983,2785039
318984,2785039
319159,2785181
319181,2785198
319419,2785391
319474,2785435
319502,2785458
319599,2785537
319860,2785747
320030,2785885
320039,2785892
320602,2786347
320620,2786362
320720,2786443
320848,2786547
320869,2786563
321144,2786785
321158,2786797
321280,2786895
321451,2787034
321469,2787048
322067,2787532
322140,2787591
322164,2787610
322406,2787806
322417,2787815
323680,2788836
323687,2788842
323774,2788912
324049,2789134
324348,2789377
324349,2789377
324680,2789645
324693,2789655
324696,2789658
324837,2789771
324841,2789775
324995,2789899
324996,2789900
325184,2790052
325186,2790054
326546,2791153
326548,2791155
326813,2791370
326830,2791383
326875,2791419
326911,2791449
326965,2791492
327605,2792010
327658,2792052
327829,2792191
327872,2792225
328618,2792353
328828,2792389
331105,2792780
331254,2792806
332193,2792967
332306,2792986
332801,2793071
332954,2793097
333207,2793141
333520,2793194
333614,2793210
333616,2793211
333671,2793220
333705,2793226
333925,2793264
333938,2793266
334489,2793361
334626,2793384
334877,2793427
335333,2793505
335387,2793515
335489,2793532
335511,2793536
335701,2793569
335847,2793594
336109,2793639
336568,2793717
337357,2793817
337621,2793850
338067,2793906
338211,2793926
338636,2793984
338795,2794006
338864,2794020
338874,2794023
338875,2794023
338934,2794035
339138,2794078
339300,2794113
339499,2794127
339629,2794137
339676,2794140
339955,2793983
340100,2794006
340118,2794009
340138,2794012
340180,2793999
340261,2793974
340297,2793962
340374,2793884
340460,2793798
340675,2793756
340726,2793742
340860,2793703
340886,2793696
340954,2793691
341033,2793686
341085,2793682
341186,2793675
341423,2793609
341483,2793592
341574,2793566
341623,2793552
341880,2793480
342223,2793383
342280,2793366
342368,2793339
342509,2793297
342515,2793295
342519,2793293
342620,2793256
342693,2793230
342766,2793204
342823,2793188
342905,2793166
343114,2793109
343492,2793006
343553,2792991
343679,2792959
343817,2792924
343982,2792867
344105,2792823
344270,2792787
344403,2792757
344566,2792721
344636,2792705
345369,2792542
345434,2792528
345937,2792416
346071,2792402
346443,2792363
347350,2792268
347376,2792265
347570,2792245
347902,2792210
348881,2792108
349063,2792089
349076,2792085
349108,2792076
349390,2791998
351162,2791504
351192,2791496
351452,2791424
351677,2791361
352104,2791225
352218,2791188
352219,2791188
352289,2791165
352421,2791123
353161,2790887
353301,2790842
353610,2790743
354399,2790491
354510,2790455
354516,2790454
354577,2790438
355350,2790095
355603,2789983
355642,2789966
355701,2789940
355811,2789891
355907,2789849
356238,2789702
356457,2789605
356712,2789492
356884,2789416
357120,2789358
357300,2789437
357329,2789522
357343,2789629
357344,2789723
357353,2789817
357415,2789923
357465,2790030
357511,2790137
357528,2790204
357521,2790302
357550,2790364
357567,2790440
357604,2790503
357609,2790587
357590,2790668
357595,2790753
357604,2790838
357604,2790905
357605,2790968
357593,2791026
357549,2791102
357440,2791135
357383,2791144
357314,2791154
357250,2791217
357169,2791303
357057,2791425
357000,2791448
356874,2791476
356764,2791468
356699,2791473
356639,2791546
356632,2791657
356576,2791756
356540,2791797
356472,2791887
356420,2791950
356327,2792036
356287,2792081
356086,2792191
355981,2792280
355966,2792397
356295,2792461
356409,2792527
356495,2792580
356565,2792615
356586,2792651
356469,2792786
356384,2792818
356328,2792868
356220,2793043
356184,2793089
356127,2793138
356055,2793188
355978,2793247
355914,2793337
355870,2793414
355818,2793490
355758,2793567
355697,2793630
355604,2793685
355528,2793735
355479,2793771
355415,2793861
355314,2793938
355218,2794042
355174,2794114
355118,2794182
355041,2794236
354973,2794300
354872,2794363
354763,2794468
354666,2794567
354570,2794653
354493,2794725
354417,2794802
354345,2794883
354256,2794974
354176,2795051
354059,2795137
353966,2795205
353845,2795287
353772,2795368
353704,2795436
353640,2795504
353571,2795576
353439,2795711
353378,2795752
353314,2795807
353233,2795861
353156,2795929
353080,2796002
352963,2796065
352854,2796129
352679,2796189
352606,2796199
352501,2796218
352408,2796246
352310,2796278
352213,2796333
352072,2796424
351967,2796492
351882,2796547
351785,2796584
351684,2796647
351616,2796706
351535,2796779
351439,2796856
351322,2796960
351213,2797055
351108,2797132
351056,2797173
350923,2797250
350802,2797377
350738,2797463
350678,2797548
350590,2797652
350509,2797733
350404,2797806
350287,2797874
350210,2797911
350023,2797886
349999,2797887
349885,2797901
349760,2797952
349659,2798011
349570,2798075
349485,2798138
349433,2798170
349348,2798211
349255,2798262
349170,2798325
349106,2798388
349025,2798452
348969,2798493
348900,2798529
348819,2798570
348747,2798612
348654,2798671
348553,2798730
348448,2798789
348391,2798835
348323,2798894
348243,2798984
348203,2799033
348135,2799164
348099,2799205
347896,2799261
347766,2799289
347702,2799303
347584,2799331
347454,2799355
347324,2799374
347129,2799385
347003,2799382
346922,2799406
346817,2799465
346716,2799506
346535,2799625
346450,2799688
346365,2799743
346289,2799815
346216,2799879
346144,2799929
346099,2799961
346019,2800006
345914,2800079
345861,2800120
345817,2800152
345760,2800179
345668,2800238
345559,2800324
345454,2800379
345349,2800412
345268,2800453
345114,2800495
345033,2800509
344899,2800556
344770,2800624
344633,2800720
344548,2800779
344439,2800811
344366,2800839
344260,2800876
344172,2800913
344074,2800941
343957,2800982
343856,2801042
343755,2801074
343670,2801089
343515,2801108
343357,2801150
343216,2801215
343123,2801251
342993,2801284
342936,2801303
342791,2801376
342698,2801444
342561,2801522
342440,2801590
342371,2801631
342286,2801677
342197,2801718
342068,2801760
341991,2801779
341849,2801830
341720,2801894
341619,2801953
341563,2802034
341548,2802111
341542,2802289
341576,2802459
341610,2802579
341660,2802699
341690,2802784
341741,2802962
341742,2803101
341744,2803248
341745,2803351
341746,2803383
341743,2803517
341809,2803574
341919,2803635
342030,2803706
342144,2803780
342248,2803963
342254,2804132
342309,2804266
342346,2804364
342331,2804476
342341,2804592
342347,2804762
342349,2804918
342367,2805061
342368,2805151
342373,2805280
342411,2805396
342502,2805547
342511,2805587
342597,2805658
342671,2805760
342762,2805857
342857,2805977
342989,2806123
343077,2806238
343077,2806238
343039,2806241
342881,2806225
342773,2806217
342680,2806213
342561,2806218
342423,2806246
342239,2806306
342109,2806350
341559,2806538
341358,2806611
341251,2806651
341134,2806709
340912,2806791
340628,2806889
340214,2807076
340084,2807172
340003,2807212
339854,2807267
339726,2807318
339587,2807412
339391,2807529
339249,2807617
338936,2807746
338805,2807810
338747,2807820
338652,2807822
338445,2807810
338352,2807795
338288,2807796
338171,2807813
338107,2807826
337898,2807896
337644,2807979
337269,2808028
336858,2808030
336740,2808040
336603,2808045
336446,2808034
336386,2808020
336105,2807983
335957,2808004
335839,2807997
335649,2807965
335352,2807893
335272,2807887
335054,2807907
334948,2807924
334817,2807941
334734,2807956
334639,2807976
334532,2808037
334426,2808079
334286,2808094
333915,2808051
333724,2808033
333598,2807997
333459,2807957
333274,2807923
333115,2807901
332744,2807879
332551,2807905
332515,2807923
332495,2807933
332450,2807935
332388,2807919
332259,2807894
332110,2807900
332049,2807894
331930,2807869
331875,2807852
331833,2807824
331779,2807788
331541,2807720
331451,2807702
331355,2807697
331280,2807702
331059,2807707
330891,2807702
330756,2807662
330646,2807637
330563,2807631
330486,2807626
330351,2807609
330185,2807566
330096,2807557
330008,2807561
329971,2807567
329823,2807602
329725,2807585
329598,2807565
329467,2807586
329388,2807609
329222,2807621
329160,2807605
329081,2807562
328997,2807535
328785,2807520
328617,2807504
328496,2807509
328373,2807520
328243,2807514
328106,2807475
328063,2807470
328010,2807464
327853,2807473
327798,2807487
327748,2807505
327649,2807546
327600,2807549
327565,2807537
327473,2807488
327256,2807411
327215,2807410
327113,2807418
327044,2807413
326982,2807409
326875,2807420
326824,2807426
326778,2807426
326762,2807431
326667,2807463
326524,2807497
326468,2807505
326400,2807501
326330,2807474
326238,2807416
326160,2807390
326062,2807379
325962,2807350
325926,2807351
325760,2807354
325566,2807376
325502,2807373
325398,2807342
325349,2807325
325240,2807273
325159,2807261
325079,2807267
325057,2807266
325043,2807251
324991,2807226
324952,2807222
324875,2807226
324782,2807221
324696,2807203
324391,2807108
324363,2807099
324293,2807093
324133,2807069
324016,2807076
323919,2807072
323837,2807029
323805,2807021
323774,2807026
323645,2807049
323523,2807089
323450,2807105
323417,2807125
323380,2807133
323338,2807110
323312,2807085
323292,2807050
323248,2807025
323205,2807018
323141,2807019
323080,2807009
323046,2806995
323023,2806982
322979,2806974
322923,2806960
322725,2806889
322612,2806841
322599,2806837
322576,2806834
322550,2806837
322523,2806849
322452,2806898
322419,2806915
322407,2806923
322399,2806925
322389,2806920
322365,2806899
322213,2806739
322144,2806698
321992,2806657
321877,2806627
321818,2806621
321738,2806569
321683,2806556
321566,2806567
321367,2806600
321236,2806596
321030,2806573
320957,2806558
320900,2806532
320833,2806500
320770,2806504
320696,2806503
320655,2806494
320593,2806463
320547,2806424
320413,2806223
320265,2805992
320238,2805896
320239,2805740
320213,2805454
320172,2805351
320066,2805206
320005,2805139
319760,2804976
319666,2804945
319495,2804932
319326,2804910
319194,2804896
319081,2804851
318793,2804732
318634,2804683
318507,2804654
318375,2804666
318280,2804708
318158,2804740
318027,2804742
317970,2804745
317908,2804783
317884,2804816
317846,2804891
317806,2804974
317772,2805001
317693,2805039
317621,2805050
317534,2805024
317390,2804987
317315,2804974
317215,2804938
317107,2804849
316960,2804801
316872,2804764
316807,2804702
316744,2804623
316715,2804614
316666,2804597
316533,2804604
316446,2804541
316354,2804399
316262,2804329
316232,2804307
316223,2804263
316225,2804210
316241,2804128
316229,2804087
316192,2804019
316089,2803932
316028,2803844
315893,2803722
315844,2803622
315760,2803505
315643,2803255
315621,2803174
315646,2803048
315639,2802986
315596,2802901
315565,2802864
315502,2802794
315473,2802744
315449,2802723
315354,2802694
315246,2802656
315106,2802550
315019,2802518
314853,2802507
314676,2802470
314452,2802462
314383,2802438
314317,2802351
314247,2802225
314123,2802087
313995,2801952
313565,2801758
313358,2801707
313145,2801682
312677,2801719
312011,2801797
311734,2801824
311222,2801789
311112,2801777
311010,2801808
310663,2801839
310537,2801836
310461,2801815
310414,2801774
310375,2801704
310170,2801467
310079,2801332
309979,2801009
309990,2800264
309995,2800165
309971,2800105
309902,2800048
309262,2799694
309073,2799638
308991,2799639
308869,2799640
308809,2799708
308762,2799769
308703,2799814
308627,2799825
308498,2799824
308443,2799787
308436,2799584
308462,2799369
308479,2799295
308455,2799241
308394,2799160
308377,2799046
308406,2798918
308522,2798801
308690,2798746
308795,2798716
308871,2798715
308995,2798697
309119,2798674
309181,2798681
309245,2798674
309301,2798629
309327,2798578
309366,2798551
309500,2798514
309605,2798473
309701,2798408
309756,2798332
309797,2798264
309869,2798211
309871,2798153
309844,2798047
309757,2797700
309760,2797540
309772,2797437
309802,2797270
309789,2797080
309746,2797006
309699,2796926
309648,2796802
309646,2796602
309650,2796383
309668,2796305
309831,2796083
309937,2795825
309969,2795726
309984,2795678
309970,2795629
309907,2795558
309718,2795385
309666,2795363
309533,2795294
309374,2795266
309244,2795287
309207,2795303
309166,2795319
309143,2795311
309093,2795250
309031,2795209
308923,2795170
308852,2795147
308794,2795156
308715,2795198
308576,2795272
308456,2795297
308347,2795302
308222,2795285
308112,2795287
307986,2795297
307854,2795279
307767,2795233
307558,2795161
307517,2795145
307501,2795128
307501,2795105
307513,2795079
307546,2795015
307593,2794943
307626,2794801
307655,2794654
307662,2794562
307651,2794512
307600,2794409
307559,2794304
307539,2794234
307532,2794171
307535,2793972
307537,2793793
307521,2793718
307517,2793656
307502,2793594
307511,2793532
307498,2793494
307470,2793476
307411,2793476
307355,2793457
307303,2793427
307272,2793317
307261,2793251
307265,2793116
307270,2792984
307261,2792929
307232,2792855
307082,2792573
307013,2792498
306990,2792438
306974,2792324
306955,2792167
306968,2792102
307000,2792079
307038,2792071
307139,2792065
307240,2792070
307336,2792027
307410,2791975
307526,2791948
307584,2791947
307684,2791932
307713,2791909
307717,2791882
307682,2791783
307624,2791611
307597,2791514
307591,2791421
307589,2791318
307617,2791144
307630,2791060
307695,2790892
307868,2790522
308005,2790185
308087,2790018
308105,2789926
308088,2789830
308050,2789702
307947,2789416
307950,2789385
307969,2789363
308044,2789342
308126,2789313
308233,2789263
308376,2789225
308475,2789168
308708,2789113
308784,2789099
308931,2789072
309046,2789056
309131,2789051
309226,2789031
309439,2788930
309654,2788835
309729,2788801
309759,2788773
309759,2788746
309611,2788563
309384,2788284
309225,2788058
309092,2787790
308932,2787568
308871,2787401
308857,2787276
308858,2787180
308866,2787015
308922,2786862
309041,2786693
309089,2786616
309127,2786522
309172,2786179
309173,2786137
309163,2786112
309136,2786107
309080,2786124
309039,2786132
308968,2786134
308836,2786102
308698,2786094
308585,2786110
308430,2786094
308378,2786080
308295,2786082
308244,2786086
308176,2786108
308140,2786113
308082,2786109
308010,2786112
307798,2786087
307758,2786082
307511,2786115
307399,2786110
307359,2786093
307286,2786072
307178,2786042
307111,2786034
307034,2786036
306880,2786058
306774,2786065
306734,2786066
306646,2786029
306573,2785992
306454,2785966
306358,2785973
306179,2786016
305933,2786007
305771,2786004
305706,2785996
305615,2786014
305521,2786056
305443,2786080
305283,2786105
305134,2786141
304956,2786157
304883,2786148
304784,2786160
304587,2786145
304471,2786140
304389,2786156
304306,2786195
304228,2786200
304085,2786194
303911,2786226
303758,2786285
303703,2786296
303658,2786287
303547,2786230
303459,2786211
303308,2786201
303107,2786184
303047,2786187
302930,2786209
302863,2786209
302797,2786197
302712,2786182
302658,2786155
302609,2786146
302543,2786154
302481,2786160
302454,2786144
302448,2786112
302450,2785993
302413,2785895
302325,2785793
302131,2785623
302097,2785581
302087,2785542
302101,2785424
302075,2785260
301993,2785066
301948,2785014
301922,2785020
301904,2785043
301866,2785064
301727,2785117
301666,2785154
301478,2785171
301242,2785214
301045,2785219
300947,2785197
300576,2785142
300432,2785134
300189,2785154
300161,2785156
300138,2785141
300121,2785115
300074,2784815
300026,2784516
299988,2784428
299774,2784133
299677,2783990
299542,2783828
299505,2783784
299502,2783763
299527,2783745
299575,2783719
299603,2783690
299666,2783673
299788,2783647
299836,2783621
299866,2783587
299933,2783477
299967,2783434
300033,2783373
300069,2783350
300146,2783300
300223,2783252
300333,2783231
300418,2783194
300446,2783159
300460,2783106
300507,2782977
300551,2782910
300665,2782762
300745,2782658
300800,2782615
300877,2782573
300975,2782511
301053,2782460
301103,2782415
301156,2782330
301205,2782268
301295,2782222
301470,2782171
301637,2782072
301728,2782002
301778,2781976
301839,2781978
301899,2781972
301989,2781946
302134,2781851
302196,2781813
302254,2781785
302459,2781743
302843,2781662
302897,2781644
302921,2781614
302934,2781576
302959,2781340
303030,2781128
303097,2780985
303200,2780883
303317,2780767
303400,2780672
303636,2780544
303676,2780508
303760,2780457
303789,2780422
303794,2780399
303795,2780365
303803,2780304
303816,2780210
303821,2780121
303856,2779985
303869,2779936
303865,2779852
303819,2779594
303763,2779399
303718,2779352
303671,2779351
303597,2779373
303552,2779377
303465,2779375
303296,2779378
303063,2779300
302910,2779260
302892,2779236
302880,2779173
302880,2778979
302810,2778752
302651,2778488
302612,2778331
302576,2778113
302536,2778032
302481,2777967
302280,2777840
302181,2777797
302096,2777787
301889,2777808
301758,2777805
301674,2777802
301585,2777750
301545,2777664
301536,2777598
301567,2777378
301532,2777119
301510,2777074
301415,2777051
301361,2777015
301333,2776973
301241,2776888
301125,2776763
300895,2776546
300873,2776533
300845,2776534
300655,2776604
300629,2776601
300609,2776594
300193,2776117
300042,2775896
299907,2775693
299907,2775693
299823,2775701
299748,2775710
299668,2775750
299573,2775746
299425,2775774
299291,2775815
299214,2775855
299178,2775867
299149,2775854
299079,2775803
298986,2775762
298930,2775794
298765,2775822
298604,2775845
298549,2775870
298500,2775893
298477,2775926
298432,2775955
298361,2775959
298274,2775997
298220,2776042
298215,2776109
298244,2776202
298305,2776341
298312,2776455
298169,2776626
298097,2776752
298079,2776821
298055,2776996
298062,2777065
298062,2777122
298044,2777148
298004,2777150
297915,2777153
297863,2777151
297779,2777134
297620,2777164
297539,2777191
297438,2777209
297289,2777213
297158,2777249
297053,2777302
296973,2777350
296918,2777409
296868,2777500
296785,2777601
296754,2777607
296668,2777628
296531,2777645
296423,2777661
296362,2777679
296244,2777737
296166,2777790
296124,2777831
296089,2777870
296064,2777881
295994,2777895
295916,2777909
295870,2777941
295837,2777989
295746,2778016
295531,2778041
295446,2778067
295368,2778100
295334,2778124
295284,2778124
295215,2778106
295143,2778081
294956,2778028
294913,2778015
294798,2778017
294744,2778043
294717,2778075
294668,2778104
294589,2778117
294527,2778127
294489,2778123
294441,2778127
294396,2778152
294309,2778216
294267,2778218
294214,2778196
294156,2778191
294092,2778162
293963,2778102
293792,2778111
293708,2778113
293526,2778162
293189,2778199
293131,2778201
293058,2778184
292977,2778193
292813,2778217
292764,2778226
292549,2778288
292450,2778373
292268,2778471
292136,2778490
291959,2778565
291777,2778663
291620,2778721
291481,2778784
291356,2778851
291281,2778850
291166,2778885
291121,2778926
291110,2778986
291098,2779060
291153,2779247
291219,2779342
291374,2779546
291538,2779684
291685,2779855
291763,2779935
291793,2780028
291773,2780105
291757,2780136
291737,2780148
291676,2780163
291582,2780196
291458,2780262
291375,2780324
291297,2780399
291289,2780459
291268,2780483
291219,2780515
291120,2780625
291042,2780723
290988,2780737
290760,2780698
290618,2780733
290445,2780747
290321,2780767
290204,2780831
290121,2780836
290000,2780922
289958,2780975
289951,2781040
289985,2781212
289973,2781246
289941,2781262
289845,2781315
289722,2781418
289576,2781465
289372,2781479
289207,2781495
289141,2781520
289110,2781570
289070,2781663
289071,2781732
289046,2781828
289034,2781906
289045,2781995
289045,2782113
288981,2782185
288888,2782247
288819,2782263
288717,2782307
288608,2782310
288588,2782270
288601,2782174
288663,2782042
288697,2781947
288695,2781899
288634,2781782
288505,2781684
288437,2781671
288320,2781679
288200,2781672
288166,2781653
288114,2781637
288008,2781619
287923,2781610
287811,2781556
287730,2781433
287634,2781329
287541,2781196
287350,2781019
287210,2780973
286920,2780993
286708,2781099
286363,2781151
286263,2781153
286202,2781093
286018,2780985
285868,2780901
285706,2780861
285631,2780822
285574,2780779
285523,2780685
285542,2780528
285530,2780458
285491,2780400
285372,2780301
285306,2780227
285292,2780169
285217,2780119
285147,2780083
284998,2780018
284898,2780012
284733,2780064
284596,2780077
284313,2780017
284265,2780051
284168,2780159
284062,2780227
283945,2780302
283936,2780367
283901,2780408
283833,2780447
283745,2780452
283408,2780325
283322,2780273
283279,2780296
283261,2780338
283148,2780372
283063,2780377
282984,2780285
282852,2780220
282693,2780261
282563,2780285
282540,2780418
282428,2780591
282206,2780717
282013,2780884
281883,2780890
281797,2780906
281753,2780903
281594,2780766
281440,2780732
281034,2780571
280796,2780564
280703,2780479
280507,2780429
280407,2780420
280281,2780429
280224,2780466
280090,2780531
280054,2780548
280014,2780532
279941,2780467
279822,2780386
279633,2780182
279482,2780019
279352,2780009
279262,2780038
278998,2780178
278855,2780194
278579,2780285
278479,2780329
277977,2780502
277832,2780619
277715,2780717
277684,2780743
277649,2780731
277586,2780534
277522,2780363
277427,2780175
277354,2780079
277293,2779901
277168,2779646
277124,2779557
277050,2779302
277001,2779223
276806,2779244
276660,2779293
276531,2779352
276151,2779423
275775,2779569
275692,2779642
275534,2779899
275366,2780223
275113,2780481
275012,2780673
274954,2780702
274834,2780765
274674,2780925
274461,2781247
274165,2781481
273989,2781600
273940,2781618
273910,2781580
273848,2781445
273782,2781387
273700,2781360
273618,2781326
273502,2781174
273226,2781021
272882,2781109
272663,2781281
272368,2781354
272064,2781477
271937,2781486
271322,2781922
271206,2782010
270976,2782082
270865,2782231
270730,2782576
270719,2782702
270774,2782823
270723,2782916
270626,2783176
270671,2783322
270679,2783456
270670,2783471
270649,2783485
270554,2783503
270211,2783444
270142,2783388
270023,2783369
269873,2783466
269717,2783553
269562,2783573
269384,2783501
269237,2783468
269090,2783456
268976,2783422
268721,2783383
268561,2783365
268493,2783377
268455,2783409
268393,2783461
268200,2783613
267948,2783738
267769,2783792
267563,2783929
267074,2784355
266680,2784460
266485,2784560
266389,2784650
266252,2784732
266107,2784833
265840,2785098
265628,2785226
265519,2785261
265427,2785347
265220,2785401
265122,2785448
265041,2785484
264878,2785709
264769,2785772
264636,2785849
264436,2785896
264333,2785938
264268,2785989
263503,2786557
263112,2786736
262455,2786906
262145,2787007
262059,2787059
261754,2787366
261589,2787448
261388,2787510
261235,2787571
261165,2787627
261109,2787614
260964,2787367
260896,2787133
260696,2786875
260688,2786820
260697,2786751
260749,2786638
260919,2786450
261149,2786363
261542,2786282
261600,2786246
261609,2786189
261566,2785927
261627,2785294
261665,2785152
261823,2784945
261862,2784863
261898,2784789
261899,2784735
261762,2784501
261723,2784455
261619,2784174
261514,2783944
261489,2783720
261511,2783323
261475,2783262
261422,2783249
261253,2783252
261173,2783273
260879,2783405
260544,2783577
260176,2783681
259891,2783741
259658,2783781
259200,2783871
258903,2783892
258549,2783964
258374,2783961
258201,2784011
258011,2784052
257572,2784050
257519,2784087
257488,2784159
257349,2784155
257209,2784151
257072,2784098
256894,2784104
256719,2784088
256564,2784032
256427,2784021
256309,2784033
256240,2784025
256115,2783981
255916,2783956
255787,2783873
255659,2783840
255564,2783856
255485,2783914
255428,2783988
255399,2784006
255391,2784004
255357,2783983
255267,2783900
255110,2783654
254741,2783433
254402,2783307
254258,2783249
254197,2783192
254061,2782901
253888,2782806
253761,2782830
253671,2782889
253534,2782920
253423,2783027
253357,2783107
253271,2783097
253025,2782998
252894,2782966
252762,2783009
252527,2783150
252430,2783204
252303,2783242
252212,2783303
252071,2783501
252006,2783541
251924,2783604
251851,2783655
251647,2783678
251487,2783713
251375,2783696
251198,2783634
251137,2783655
250941,2783665
250804,2783686
250668,2783777
250593,2783759
250396,2783621
250297,2783615
250193,2783649
250037,2783688
249952,2783694
249909,2783660
249899,2783602
249859,2783538
249789,2783420
249705,2783362
249628,2783353
249455,2783343
249180,2783345
249109,2783369
248933,2783474
248838,2783488
248737,2783490
248597,2783411
248504,2783397
248446,2783424
248378,2783480
248359,2783523
248358,2783660
248291,2783873
248271,2783953
248221,2784028
248141,2784031
248024,2783979
247911,2784000
247870,2784023
247840,2784062
247809,2784077
247772,2784072
247659,2784055
247589,2784045
247520,2784043
247439,2784084
247376,2784136
247289,2784165
247166,2784174
247108,2784189
247071,2784217
247025,2784237
246961,2784234
246881,2784214
246842,2784193
246803,2784154
246777,2784070
246761,2783989
246746,2783917
246741,2783820
246714,2783768
246691,2783744
246644,2783697
246481,2783634
246271,2783592
246088,2783556
245864,2783551
245588,2783490
245473,2783397
245252,2783411
245085,2783559
244958,2783679
244922,2783713
244880,2783729
244799,2783729
244621,2783669
244493,2783566
244309,2783364
244256,2783338
244051,2783358
244017,2783370
243968,2783362
243885,2783346
243825,2783309
243707,2783299
243614,2783293
243509,2783315
243359,2783302
243223,2783272
243094,2783233
243034,2783232
242968,2783269
242913,2783327
242856,2783370
242777,2783397
242666,2783402
242635,2783403
242553,2783434
242430,2783455
242303,2783493
242188,2783494
242121,2783479
242039,2783488
241799,2783511
241622,2783492
241577,2783488
241525,2783453
241504,2783449
241474,2783452
241182,2783555
240970,2783637
240867,2783645
240726,2783678
240662,2783704
240482,2783776
240267,2783851
240169,2783876
240009,2783901
239913,2783917
239770,2783944
239669,2784004
239521,2784008
239372,2783992
239262,2783995
239188,2784010
239059,2784081
239002,2784125
238868,2784190
238755,2784209
238631,2784201
238555,2784174
238477,2784178
238390,2784155
238325,2784127
238242,2784110
238145,2784126
237981,2784163
237851,2784175
237737,2784158
237701,2784154
237674,2784162
237631,2784198
237575,2784224
237504,2784247
237415,2784291
237219,2784390
237133,2784435
237043,2784465
237001,2784513
236926,2784531
236777,2784534
236711,2784538
236683,2784535
236648,2784513
236544,2784505
236501,2784522
236451,2784531
236357,2784507
236300,2784499
236214,2784521
236143,2784531
236104,2784563
236076,2784576
236032,2784587
235890,2784600
235840,2784608
235801,2784642
235764,2784666
235719,2784663
235664,2784652
235634,2784666
235580,2784698
235402,2784702
235318,2784729
235256,2784762
235204,2784792
235150,2784799
235078,2784807
235010,2784836
234939,2784849
234885,2784837
234823,2784840
234776,2784848
234748,2784844
234650,2784852
234582,2784865
234505,2784885
234412,2784867
234356,2784863
234231,2784898
234129,2784920
234039,2784945
233959,2784953
233918,2784969
233877,2784989
