Latitude UTM (m),Longitude UTM (m)
438711,2958617
438711,2958608
438710,2958600
438710,2958591
438709,2958582
438708,2958573
438708,2958565
438707,2958556
438706,2958548
438704,2958539
438703,2958531
438701,2958523
438700,2958514
438698,2958506
438697,2958498
438695,2958489
438694,2958481
438692,2958473
438691,2958464
438689,2958456
438688,2958448
438686,2958440
438685,2958432
438683,2958424
438682,2958416
438680,2958408
438679,2958399
438678,2958391
438677,2958383
438675,2958375
438674,2958367
438673,2958359
438671,2958351
438670,2958342
438669,2958334
438667,2958326
438665,2958318
438662,2958311
438660,2958303
438658,2958295
438656,2958287
438654,2958279
438652,2958271
438650,2958263
438648,2958255
438646,2958247
438644,2958239
438643,2958231
438641,2958223
438640,2958215
438640,2958215
438638,2958206
438637,2958198
438636,2958190
438635,2958181
438635,2958172
438635,2958163
438634,2958154
438634,2958146
438634,2958137
438633,2958128
438633,2958119
438633,2958110
438634,2958102
438634,2958093
438635,2958085
438636,2958077
438637,2958068
438638,2958060
438637,2958051
438636,2958042
438635,2958034
438634,2958025
438633,2958016
438632,2958008
438631,2957999
438630,2957990
438629,2957982
438628,2957973
438626,2957965
438623,2957957
438620,2957948
438618,2957941
438617,2957940
438615,2957932
438612,2957924
438609,2957916
438606,2957908
438602,2957901
438599,2957893
438596,2957886
438592,2957878
438589,2957871
438585,2957864
438582,2957856
438579,2957849
438575,2957841
438572,2957834
438568,2957826
438565,2957819
438562,2957811
438558,2957804
438555,2957797
438551,2957789
438548,2957782
438544,2957774
438541,2957767
438538,2957759
438534,2957752
438531,2957744
438527,2957737
438524,2957730
438521,2957722
438519,2957714
438516,2957707
438513,2957699
438510,2957691
438508,2957684
438505,2957676
438503,2957668
438500,2957660
438498,2957651
438496,2957643
438494,2957635
438491,2957627
438489,2957619
438488,2957617
438487,2957611
438485,2957602
438482,2957594
438481,2957585
438479,2957576
438477,2957567
438476,2957558
438474,2957549
438473,2957540
438471,2957531
438470,2957523
438470,2957514
438469,2957506
438469,2957497
438468,2957489
438467,2957480
438467,2957472
438466,2957463
438468,2957454
438469,2957445
438471,2957436
438472,2957427
438474,2957418
438475,2957408
438479,2957401
438484,2957393
438488,2957386
438492,2957379
438496,2957371
438501,2957364
438505,2957356
438509,2957349
438513,2957341
438515,2957332
438517,2957324
438519,2957315
438521,2957306
438523,2957298
438524,2957289
438526,2957280
438528,2957271
438530,2957263
438527,2957255
438525,2957247
438522,2957240
438520,2957235
438519,2957232
438518,2957227
438517,2957224
438514,2957217
438510,2957209
438507,2957202
438503,2957194
438499,2957187
438495,2957180
438492,2957172
438490,2957164
438489,2957155
438488,2957147
438487,2957139
438485,2957130
438484,2957122
438484,2957113
438484,2957104
438484,2957095
438484,2957086
438484,2957077
438484,2957068
438484,2957068
438485,2957059
438487,2957050
438488,2957042
438490,2957033
438491,2957025
438493,2957016
438495,2957007
438495,2956999
438496,2956990
438497,2956982
438498,2956974
438499,2956965
438500,2956957
438501,2956948
438502,2956940
438503,2956931
438504,2956923
438504,2956915
438504,2956907
438504,2956899
438504,2956891
438504,2956883
438504,2956874
438504,2956866
438503,2956857
438503,2956849
438503,2956841
438503,2956832
438503,2956824
438503,2956815
438503,2956807
438502,2956798
438503,2956790
438503,2956782
438503,2956774
438503,2956766
438504,2956758
438504,2956750
438504,2956741
438505,2956733
438505,2956725
438505,2956717
438505,2956709
438506,2956701
438506,2956693
438506,2956684
438507,2956676
438508,2956668
438509,2956660
438510,2956652
438511,2956644
438511,2956636
438512,2956628
438513,2956620
438514,2956612
438515,2956604
438516,2956596
438517,2956588
438518,2956580
438519,2956572
438520,2956564
438521,2956556
438522,2956548
438523,2956540
438524,2956532
438525,2956524
438526,2956515
438527,2956507
438528,2956499
438530,2956491
438529,2956482
438528,2956473
438527,2956465
438526,2956456
438525,2956447
438524,2956438
438523,2956429
438520,2956421
438518,2956413
438517,2956410
438516,2956406
438513,2956398
438511,2956390
438509,2956382
438507,2956376
438507,2956375
438506,2956372
438504,2956367
438502,2956359
438500,2956352
438497,2956344
438494,2956336
438492,2956328
438489,2956320
438487,2956313
438484,2956305
438481,2956297
438479,2956289
438475,2956281
438472,2956274
438467,2956266
438462,2956259
438457,2956251
438452,2956244
438447,2956237
438442,2956229
438437,2956223
438433,2956216
438428,2956209
438423,2956203
438418,2956196
438413,2956190
438408,2956183
438402,2956176
438396,2956169
438390,2956163
438384,2956156
438378,2956149
438372,2956142
438367,2956135
438361,2956129
438356,2956122
438351,2956116
438345,2956109
438340,2956103
438335,2956096
438329,2956090
438324,2956084
438319,2956077
438313,2956071
438307,2956064
438300,2956057
438293,2956051
438287,2956044
438280,2956038
438274,2956031
438268,2956024
438263,2956017
438257,2956011
438252,2956004
438247,2955997
438241,2955990
438236,2955983
438230,2955977
438225,2955970
438220,2955963
438213,2955958
438207,2955953
438201,2955948
438194,2955943
438188,2955938
438181,2955933
438175,2955928
438167,2955925
438159,2955921
438150,2955917
438142,2955913
438134,2955910
438126,2955906
438118,2955903
438110,2955900
438102,2955897
438095,2955894
438092,2955893
438087,2955891
438079,2955888
438071,2955885
438064,2955882
438056,2955879
438049,2955876
438041,2955872
438034,2955869
438026,2955866
438019,2955863
438011,2955859
438004,2955856
437996,2955853
437988,2955850
437980,2955846
437971,2955843
437963,2955839
437955,2955836
437947,2955832
437938,2955829
437930,2955826
437922,2955823
437913,2955819
437905,2955816
437897,2955813
437889,2955810
437880,2955807
437873,2955803
437866,2955800
437858,2955797
437854,2955795
437851,2955794
437843,2955791
437836,2955787
437828,2955784
437820,2955781
437812,2955778
437804,2955775
437796,2955771
437788,2955768
437780,2955765
437773,2955762
437765,2955759
437757,2955755
437749,2955752
437741,2955749
437733,2955746
437725,2955744
437717,2955741
437709,2955738
437701,2955736
437693,2955733
437685,2955730
437677,2955726
437669,2955721
437661,2955717
437653,2955712
437645,2955708
437637,2955704
437629,2955701
437622,2955697
437614,2955694
437606,2955690
437598,2955687
437591,2955683
437583,2955680
437575,2955675
437567,2955671
437559,2955666
437551,2955662
437543,2955657
437535,2955653
437527,2955648
437519,2955643
437511,2955638
437503,2955633
437495,2955628
437488,2955624
437481,2955620
437474,2955617
437467,2955613
437460,2955609
437453,2955605
437446,2955601
437438,2955598
437430,2955593
437422,2955589
437414,2955585
437405,2955581
437397,2955576
437389,2955571
437382,2955565
437374,2955559
437366,2955554
437360,2955546
437355,2955538
437349,2955530
437343,2955523
437338,2955515
437333,2955508
437328,2955500
437323,2955493
437318,2955486
437316,2955482
437314,2955478
437310,2955471
437306,2955464
437302,2955456
437299,2955449
437295,2955442
437291,2955434
437287,2955427
437283,2955420
437279,2955413
437276,2955405
437272,2955398
437268,2955391
437264,2955383
437260,2955376
437257,2955369
437257,2955369
437254,2955360
437251,2955351
437248,2955342
437245,2955333
437242,2955324
437239,2955316
437237,2955308
437234,2955300
437232,2955292
437229,2955284
437227,2955276
437224,2955268
437222,2955262
437222,2955260
437218,2955252
437215,2955244
437212,2955236
437209,2955228
437205,2955221
437202,2955213
437199,2955205
437196,2955197
437192,2955190
437190,2955182
437187,2955173
437184,2955165
437181,2955157
437178,2955149
437175,2955141
437172,2955133
437169,2955125
437167,2955117
437162,2955110
437158,2955103
437153,2955096
437149,2955088
437144,2955081
437140,2955074
437135,2955067
437131,2955060
437126,2955052
437122,2955045
437117,2955038
437113,2955031
437108,2955024
437103,2955017
437099,2955010
437094,2955004
437089,2954997
437084,2954991
437079,2954985
437073,2954979
437067,2954973
437061,2954966
437055,2954960
437049,2954954
437043,2954948
437037,2954942
437031,2954936
437025,2954930
437019,2954924
437013,2954917
437008,2954911
437003,2954905
436997,2954899
436992,2954893
436987,2954887
436981,2954881
436976,2954875
436970,2954869
436965,2954862
436960,2954856
436954,2954850
436949,2954844
436943,2954838
436938,2954832
436933,2954826
436927,2954820
436922,2954814
436917,2954808
436911,2954801
436906,2954795
436900,2954789
436895,2954783
436890,2954777
436884,2954771
436879,2954765
436873,2954759
436868,2954753
436862,2954747
436857,2954741
436851,2954735
436845,2954729
436842,2954721
436838,2954713
436835,2954706
436831,2954698
436827,2954690
436824,2954683
436820,2954675
436817,2954667
436813,2954660
436810,2954653
436809,2954652
436807,2954648
436806,2954645
436802,2954638
436798,2954630
436795,2954623
436791,2954615
436788,2954608
436784,2954601
436780,2954593
436777,2954586
436773,2954579
436769,2954571
436766,2954564
436759,2954559
436753,2954554
436747,2954549
436740,2954544
436734,2954539
436727,2954534
436721,2954529
436715,2954524
436707,2954520
436700,2954516
436693,2954512
436685,2954507
436678,2954503
436670,2954499
436663,2954494
436656,2954490
436648,2954486
436641,2954482
436634,2954478
436627,2954474
436619,2954470
436612,2954466
436605,2954462
436597,2954459
436589,2954455
436581,2954451
436572,2954448
436564,2954444
436556,2954441
436548,2954435
436540,2954430
436531,2954424
436523,2954419
436517,2954412
436511,2954405
436505,2954399
436499,2954392
436493,2954385
436491,2954381
436488,2954377
436483,2954369
436478,2954360
436474,2954352
436469,2954344
436465,2954335
436461,2954327
436457,2954319
436453,2954310
436449,2954302
436443,2954294
436437,2954286
436432,2954278
436424,2954272
436416,2954265
436413,2954263
436408,2954258
436402,2954252
436402,2954252
436395,2954247
436389,2954241
436383,2954235
436377,2954230
436371,2954224
436364,2954219
436357,2954215
436351,2954211
436344,2954207
436337,2954203
436330,2954198
436323,2954194
436316,2954190
436309,2954186
436302,2954182
436295,2954178
436287,2954174
436280,2954170
436273,2954166
436265,2954162
436258,2954158
436251,2954154
436243,2954150
436236,2954146
436229,2954141
436222,2954136
436215,2954131
436208,2954126
436201,2954120
436194,2954115
436187,2954110
436180,2954105
436173,2954100
436166,2954095
436159,2954090
436152,2954084
436145,2954078
436138,2954072
436131,2954067
436124,2954061
436118,2954055
436111,2954049
436104,2954044
436096,2954039
436089,2954034
436082,2954029
436075,2954024
436068,2954020
436061,2954015
436054,2954011
436046,2954007
436039,2954002
436032,2953998
436023,2953994
436015,2953991
436006,2953987
435998,2953983
435989,2953979
435981,2953976
435972,2953972
435964,2953969
435955,2953966
435946,2953963
435938,2953960
435929,2953957
435922,2953954
435914,2953952
435906,2953949
435899,2953946
435891,2953943
435884,2953940
435876,2953938
435869,2953935
435861,2953932
435853,2953929
435845,2953926
435837,2953923
435829,2953920
435822,2953917
435814,2953914
435806,2953910
435799,2953907
435792,2953903
435784,2953899
435777,2953896
435770,2953892
435761,2953889
435753,2953885
435745,2953881
435736,2953877
435728,2953873
435719,2953870
435711,2953864
435704,2953857
435696,2953851
435688,2953845
435681,2953840
435675,2953835
435668,2953829
435661,2953824
435655,2953819
435648,2953813
435641,2953808
435633,2953802
435624,2953796
435616,2953791
435608,2953787
435601,2953783
435593,2953779
435586,2953776
435578,2953772
435571,2953768
435563,2953765
435556,2953762
435548,2953759
435541,2953756
435533,2953753
435525,2953750
435518,2953747
435510,2953743
435502,2953739
435495,2953735
435487,2953731
435479,2953727
435472,2953723
435465,2953719
435458,2953715
435450,2953710
435443,2953706
435436,2953702
435428,2953698
435423,2953694
435422,2953693
435415,2953688
435414,2953688
435408,2953684
435402,2953679
435395,2953674
435389,2953669
435382,2953663
435375,2953658
435372,2953655
435369,2953652
435362,2953647
435356,2953641
435349,2953636
435343,2953630
435336,2953625
435329,2953619
435323,2953614
435316,2953608
435310,2953603
435303,2953597
435295,2953590
435288,2953584
435281,2953578
435274,2953572
435268,2953566
435262,2953561
435256,2953555
435250,2953550
435244,2953544
435238,2953539
435232,2953533
435227,2953527
435222,2953521
435217,2953514
435212,2953508
435208,2953501
435203,2953495
435198,2953488
435193,2953482
435187,2953476
435181,2953470
435176,2953464
435170,2953458
435164,2953452
435158,2953446
435152,2953440
435146,2953434
435141,2953428
435135,2953422
435129,2953416
435123,2953410
435117,2953404
435111,2953397
435105,2953391
435100,2953385
435094,2953379
435086,2953373
435080,2953366
435074,2953359
435069,2953352
435063,2953345
435057,2953339
435052,2953333
435046,2953327
435040,2953321
435035,2953315
435029,2953309
435024,2953303
435018,2953297
435013,2953290
435008,2953284
435002,2953278
434997,2953272
434992,2953266
434987,2953259
434982,2953253
434981,2953253
434976,2953247
434971,2953240
434965,2953233
434960,2953226
434954,2953219
434948,2953212
434943,2953204
434937,2953197
434932,2953191
434926,2953185
434921,2953178
434916,2953172
434910,2953165
434905,2953159
434899,2953153
434894,2953146
434889,2953140
434883,2953134
434877,2953127
434871,2953121
434865,2953115
434860,2953109
434854,2953103
434848,2953096
434842,2953090
434836,2953084
434830,2953078
434824,2953072
434818,2953066
434812,2953060
434806,2953054
434800,2953048
434793,2953041
434787,2953035
434781,2953029
434774,2953022
434767,2953017
434759,2953011
434751,2953005
434743,2953000
434736,2952993
434728,2952986
434720,2952979
434716,2952972
434711,2952965
434707,2952958
434703,2952952
434699,2952945
434694,2952938
434690,2952931
434686,2952924
434681,2952918
434675,2952911
434670,2952904
434665,2952898
434659,2952891
434654,2952885
434649,2952878
434644,2952871
434640,2952864
434635,2952857
434630,2952850
434625,2952843
434621,2952836
434616,2952829
434611,2952822
434607,2952815
434602,2952808
434597,2952801
434593,2952794
434588,2952787
434584,2952780
434579,2952773
434576,2952764
434573,2952756
434570,2952747
434567,2952739
434564,2952730
434561,2952722
434558,2952713
434555,2952705
434552,2952696
434550,2952688
434547,2952679
434544,2952671
434542,2952663
434539,2952654
434536,2952646
434534,2952638
434531,2952630
434527,2952623
434524,2952616
434521,2952608
434517,2952601
434517,2952600
434514,2952594
434511,2952586
434507,2952579
434503,2952572
434498,2952564
434494,2952557
434490,2952549
434485,2952542
434481,2952534
434476,2952527
434472,2952519
434468,2952512
434465,2952504
434462,2952496
434459,2952489
434456,2952481
434454,2952473
434451,2952466
434448,2952458
434445,2952450
434442,2952443
434439,2952435
434436,2952427
434433,2952420
434430,2952410
434427,2952401
434424,2952391
434420,2952382
434415,2952372
434411,2952363
434406,2952355
434402,2952347
434398,2952339
434393,2952331
434389,2952323
434385,2952315
434380,2952308
434376,2952301
434372,2952294
434367,2952287
434363,2952280
434358,2952272
434353,2952264
434348,2952257
434343,2952249
434341,2952245
434337,2952233
434335,2952224
434333,2952214
434332,2952202
434332,2952191
434332,2952183
434333,2952175
434333,2952167
434335,2952159
434337,2952154
434338,2952150
434341,2952140
434343,2952131
434344,2952123
434344,2952114
434344,2952105
434345,2952097
434345,2952088
434343,2952079
434340,2952071
434338,2952062
434335,2952053
434332,2952045
434330,2952038
434329,2952036
434326,2952028
434322,2952021
434317,2952014
434312,2952007
434306,2952001
434300,2951996
434293,2951990
434286,2951985
434279,2951980
434272,2951975
434264,2951970
434258,2951964
434252,2951959
434245,2951954
434237,2951950
434229,2951946
434221,2951943
434213,2951939
434205,2951935
434199,2951930
434192,2951924
434186,2951919
434179,2951914
434173,2951908
434167,2951900
434161,2951891
434155,2951883
434151,2951874
434148,2951866
434144,2951857
434141,2951848
434137,2951840
434134,2951832
434132,2951828
434131,2951825
434128,2951818
434124,2951810
434121,2951803
434118,2951795
434114,2951788
434111,2951780
434108,2951772
434105,2951764
434101,2951756
434098,2951747
434095,2951739
434092,2951732
434088,2951724
434085,2951717
434082,2951709
434079,2951701
434076,2951694
434072,2951686
434069,2951679
434066,2951671
434063,2951663
434058,2951656
434054,2951648
434049,2951641
434045,2951634
434040,2951627
434016,2951487
434012,2951379
434012,2951361
434011,2951358
433999,2951258
433997,2951143
434012,2951032
434027,2950951
434074,2950832
434136,2950724
434150,2950702
434232,2950571
434269,2950507
434300,2950453
434310,2950407
434322,2950357
434329,2950325
434331,2950320
434371,2950223
434374,2950216
434376,2950208
434380,2950195
434382,2950189
434385,2950179
434385,2950178
434410,2950095
436237,2949979
436817,2949940
439886,2949735
439925,2949732
442831,2949537
444953,2949395
445902,2949398
446431,2949400
446557,2949333
446564,2949330
447649,2948757
447670,2948746
449581,2947738
452124,2946396
452643,2946112
453028,2945901
453038,2945896
453869,2945440
453958,2945392
454262,2945225
456566,2943963
457398,2943507
457399,2943506
458223,2943055
458668,2942811
460420,2941852
460489,2941814
460188,2937629
460119,2936667
460119,2936667
459907,2933725
459906,2933714
459751,2931556
459742,2931434
459725,2931198
459660,2930292
459655,2930227
459581,2929196
459376,2927147
459371,2927098
459196,2925349
459140,2924792
459091,2924816
459040,2924842
459012,2924855
458909,2924907
458870,2924927
458830,2924946
458701,2925011
458697,2924992
458556,2924287
458554,2924277
458551,2924261
458312,2922705
457998,2920657
457904,2920042
457779,2919223
457601,2918061
457375,2916784
457302,2916366
457016,2914747
457010,2914713
457003,2914673
457001,2914661
457058,2914555
457110,2914461
457401,2913926
457557,2913638
458220,2912421
458280,2912310
458851,2911261
459106,2910852
459189,2910719
459949,2909501
459983,2909525
460037,2909572
460046,2909578
460053,2909580
460080,2909581
460095,2909578
460110,2909563
460125,2909544
460173,2909548
460206,2909550
460251,2909553
460288,2909564
460312,2909575
460325,2909582
460362,2909612
460383,2909632
460416,2909643
460468,2909646
460505,2909647
460536,2909648
460557,2909650
460571,2909654
460598,2909659
460621,2909682
460623,2909707
460608,2909739
460602,2909757
460609,2909774
460617,2909785
460621,2909791
460641,2909804
460668,2909808
460685,2909811
460714,2909829
460740,2909864
460755,2909908
460766,2909950
460781,2909990
460784,2910007
460786,2910022
460793,2910066
460812,2910091
460837,2910105
460869,2910107
460894,2910115
460914,2910122
460942,2910149
460976,2910195
460983,2910200
461004,2910218
461007,2910222
461028,2910247
461055,2910265
461076,2910282
461095,2910305
461127,2910344
461153,2910364
461196,2910387
461224,2910413
461226,2910414
461229,2910418
461253,2910446
461278,2910482
461316,2910514
461362,2910563
461386,2910586
461396,2910603
461399,2910619
461392,2910640
461386,2910659
461379,2910683
461387,2910712
461405,2910730
461428,2910753
461443,2910806
461447,2910818
461489,2910864
461537,2910873
461584,2910873
461626,2910871
461694,2910872
461748,2910886
461794,2910893
461839,2910896
461893,2910892
461932,2910899
461944,2910900
461983,2910904
462043,2910919
462076,2910929
462112,2910959
462127,2910972
462142,2910985
462196,2911036
462208,2911051
462211,2911056
462229,2911087
462236,2911108
462246,2911160
462246,2911162
462252,2911174
462259,2911188
462277,2911218
462302,2911244
462330,2911264
462335,2911268
462348,2911281
462350,2911284
462359,2911299
462361,2911336
462375,2911354
462391,2911358
462411,2911364
462430,2911363
462461,2911358
462478,2911360
462505,2911381
462522,2911398
462542,2911416
462559,2911418
462577,2911420
462604,2911420
462628,2911418
462658,2911405
462671,2911400
462689,2911391
462709,2911379
462723,2911369
462740,2911366
462755,2911362
462793,2911361
462828,2911375
462861,2911391
462884,2911415
462896,2911438
462919,2911461
462938,2911472
462959,2911473
462979,2911475
463000,2911482
463014,2911498
463020,2911514
463025,2911532
463026,2911547
463025,2911553
463023,2911567
463021,2911585
463027,2911603
463048,2911620
463073,2911635
463099,2911644
463105,2911644
463119,2911643
463129,2911642
463170,2911645
463191,2911656
463195,2911667
463197,2911674
463197,2911701
463196,2911714
463195,2911719
463200,2911739
463201,2911745
463204,2911751
463211,2911766
463223,2911783
463238,2911797
463263,2911811
463266,2911812
463277,2911818
463299,2911836
463313,2911847
463320,2911854
463350,2911879
463370,2911891
463394,2911905
463398,2911908
463415,2911919
463430,2911933
463440,2911942
463468,2911971
463496,2912001
463511,2912009
463516,2912011
463539,2912023
463561,2912033
463587,2912049
463613,2912075
463619,2912085
463622,2912092
463625,2912097
463634,2912136
463637,2912152
463638,2912158
463652,2912186
463659,2912200
463676,2912186
463686,2912178
464131,2911802
465871,2910334
465902,2910308
465904,2910307
465929,2910286
465929,2910286
465991,2910234
466185,2910070
466694,2909655
467172,2909266
467367,2909107
468134,2908481
469052,2907734
469269,2907557
469576,2907307
469944,2907007
470809,2906302
472264,2905117
472477,2904947
474036,2903712
475055,2903813
475506,2903857
476646,2903975
479075,2904226
479949,2904316
480245,2904347
480248,2904325
480687,2901532
480707,2901415
480761,2901483
480805,2901537
480825,2901560
480838,2901596
480834,2901668
480812,2901724
480791,2901805
480793,2901853
480813,2901891
480843,2901976
480876,2902057
480907,2902125
480927,2902173
480944,2902223
480949,2902268
480953,2902308
480949,2902374
480924,2902459
480895,2902555
480881,2902648
480852,2902770
480824,2902872
480812,2902945
480804,2903021
480804,2903089
480832,2903153
480869,2903216
480894,2903288
480959,2903377
481031,2903425
481133,2903490
481264,2903522
481372,2903518
481485,2903547
481590,2903564
481694,2903593
481785,2903641
481854,2903678
481913,2903710
481978,2903735
482047,2903775
482112,2903830
482178,2903866
482260,2903877
482338,2903880
482410,2903855
482476,2903811
482567,2903756
482665,2903722
482758,2903690
482826,2903691
482901,2903734
482964,2903800
483003,2903894
483016,2903937
483023,2903996
483033,2904054
483039,2904115
483043,2904177
483053,2904232
483063,2904282
483086,2904315
483131,2904355
483194,2904402
483246,2904424
483305,2904445
483377,2904445
483429,2904445
483488,2904449
483547,2904452
483619,2904452
483698,2904459
483754,2904441
483832,2904434
483904,2904419
483973,2904416
484045,2904408
484114,2904394
484189,2904383
484261,2904368
484317,2904357
484366,2904350
484415,2904335
484467,2904335
484506,2904324
484549,2904310
484576,2904295
484623,2904283
484659,2904267
484687,2904243
484713,2904225
484743,2904212
484799,2904216
484865,2904239
484943,2904300
484998,2904365
485060,2904451
485103,2904555
485107,2904668
485107,2904758
485096,2904862
485057,2904979
484999,2905079
484968,2905247
484929,2905390
484958,2905523
485022,2905652
485070,2905718
485120,2905765
485201,2905807
485320,2905824
485439,2905808
485534,2905819
485601,2905919
485668,2906014
485778,2906088
485821,2906225
485849,2906325
485874,2906387
485891,2906445
485915,2906514
485969,2906600
486012,2906706
486060,2906819
486096,2906877
486129,2906954
486127,2907049
486082,2907144
486053,2907260
486056,2907384
486077,2907471
486132,2907604
486308,2907698
486441,2907714
486637,2907746
486756,2907783
486832,2907915
486908,2908020
486961,2908105
486989,2908200
487018,2908326
487044,2908448
487109,2908559
487204,2908680
487263,2908741
487294,2908817
487320,2908883
487360,2908938
487381,2908964
487405,2908967
487428,2908966
487455,2908954
487478,2908942
487498,2908944
487529,2908955
487566,2908970
487647,2909023
487752,2909107
487857,2909165
487928,2909255
487977,2909349
488001,2909442
488048,2909501
488096,2909522
488152,2909520
488214,2909540
488275,2909557
488316,2909578
488352,2909583
488389,2909569
488415,2909527
488459,2909471
488530,2909427
488611,2909366
488678,2909331
488770,2909298
488812,2909294
488858,2909272
488928,2909207
488985,2909138
489052,2909057
489087,2909011
489114,2908976
489150,2908939
489183,2908906
489219,2908887
489278,2908881
489335,2908861
489408,2908824
489469,2908763
489532,2908677
489572,2908597
489631,2908520
489690,2908471
489766,2908413
489864,2908343
489979,2908293
490030,2908230
490048,2908170
490084,2908110
490150,2908077
490244,2908003
490343,2907933
490403,2907903
490472,2907903
490580,2907914
490662,2907923
490737,2907919
490809,2907886
490911,2907794
491017,2907715
491139,2907579
491339,2907384
491575,2907233
491726,2907177
491832,2907174
491916,2907164
491992,2907160
492060,2907136
492130,2907134
492196,2907090
492250,2907022
492346,2906915
492438,2906791
492524,2906739
492584,2906688
492686,2906636
492762,2906600
492809,2906589
492852,2906607
492891,2906662
492951,2906753
493029,2906827
493092,2906887
493139,2906988
493172,2907062
493209,2907150
493248,2907201
493311,2907215
493390,2907209
493470,2907241
493564,2907338
493649,2907410
493770,2907416
493880,2907460
493981,2907588
494091,2907711
494130,2907763
494165,2907817
494182,2907881
494213,2907934
494240,2907969
494254,2908030
494292,2908083
494347,2908136
494398,2908189
494443,2908231
494501,2908273
494560,2908303
494632,2908349
494669,2908391
494693,2908448
494731,2908501
494752,2908566
494769,2908661
494772,2908760
494779,2908825
494800,2908874
494817,2908931
494848,2908973
494889,2909019
494941,2909053
494989,2909072
495050,2909087
495112,2909087
495164,2909091
495212,2909091
495260,2909091
495311,2909087
495366,2909049
495407,2909011
495452,2908973
495496,2908931
495537,2908874
495578,2908832
495633,2908775
495674,2908741
495726,2908710
495777,2908687
495846,2908645
495904,2908626
495976,2908600
496035,2908592
496086,2908577
496134,2908562
496182,2908562
496230,2908543
496285,2908524
496350,2908489
496398,2908444
496429,2908413
496477,2908371
496532,2908345
496590,2908333
496655,2908333
496703,2908333
496755,2908360
496810,2908386
496858,2908421
496895,2908451
496933,2908474
496981,2908478
497036,2908485
497091,2908501
497153,2908520
497194,2908539
497210,2908567
497280,2908651
497343,2908749
497381,2908842
497421,2908941
497455,2909020
497492,2909098
497526,2909170
497569,2909228
497668,2909245
497742,2909232
497810,2909262
497868,2909303
497932,2909383
497988,2909453
498059,2909609
498154,2909748
498244,2909882
498348,2909957
498460,2910038
498562,2910068
498646,2910094
498740,2910097
498809,2910072
498878,2910046
498944,2910031
499026,2910040
499162,2910055
499274,2910091
499382,2910110
499476,2910096
499570,2910066
499665,2909982
499801,2909893
499905,2909851
500002,2909791
500076,2909726
500122,2909666
500153,2909617
500187,2909597
500235,2909605
500280,2909624
500326,2909657
500397,2909671
500480,2909645
500579,2909598
500885,2909497
501186,2909386
501407,2909297
501543,2909169
501704,2909041
501864,2908913
501977,2908817
502067,2908744
502167,2908691
502263,2908631
502350,2908597
502453,2908590
502558,2908608
502645,2908623
502743,2908640
502856,2908645
502996,2908645
503185,2908692
503380,2908726
503526,2908760
503672,2908766
503794,2908794
503922,2908780
504043,2908807
504183,2908895
504330,2909050
504433,2909253
504597,2909449
504829,2909544
504980,2909546
505106,2909543
505251,2909529
505407,2909497
505498,2909449
505582,2909389
505651,2909349
505705,2909343
505759,2909353
505813,2909373
505877,2909435
505928,2909486
505967,2909533
506015,2909553
506087,2909553
506147,2909526
506217,2909476
506301,2909346
506337,2909209
506385,2909083
506443,2908984
506530,2908876
506595,2908795
506699,2908619
506808,2908511
506942,2908342
507070,2908099
507129,2907995
507159,2907955
507195,2907881
507262,2907848
507361,2907861
507451,2907941
507532,2908032
507637,2908120
507725,2908172
507807,2908221
507896,2908272
507999,2908346
508062,2908422
508074,2908499
508053,2908556
508008,2908639
507995,2908790
508018,2908893
508038,2908985
508070,2909067
508123,2909100
508206,2909154
508236,2909157
508284,2909150
508320,2909120
508365,2909107
508404,2909107
508462,2909097
508507,2909101
508570,2909141
508621,2909181
508669,2909224
508714,2909264
508777,2909288
508832,2909314
508886,2909314
508940,2909278
508973,2909224
509006,2909164
509033,2909108
509054,2909071
509085,2909031
509133,2909021
509181,2909021
509241,2909028
509292,2909041
509352,2909048
509391,2909044
509431,2909031
509474,2909000
509560,2908944
509638,2908888
509702,2908834
509783,2908794
509843,2908784
509912,2908798
510039,2908831
510150,2908868
510234,2908901
510315,2908928
510400,2908952
510475,2909035
510535,2909142
510574,2909265
510676,2909454
510732,2909698
510767,2909872
510833,2909981
510861,2910077
510882,2910155
510877,2910246
510882,2910332
510861,2910433
510844,2910533
510824,2910624
510795,2910756
510787,2910888
510762,2911020
510749,2911130
510674,2911385
510623,2911736
510572,2912018
510566,2912300
510566,2912469
510554,2912576
510498,2912758
510464,2912983
510452,2913153
510463,2913316
510571,2913504
510627,2913705
510659,2913772
510670,2913854
510673,2913924
510655,2913979
510632,2914013
510585,2914031
510528,2914019
510489,2914077
510473,2914129
510477,2914193
510494,2914238
510536,2914314
510538,2914399
510535,2914455
510508,2914506
510485,2914557
510442,2914651
510400,2914800
510397,2914808
510392,2914821
510387,2914834
510384,2914844
510372,2914887
510450,2914918
510729,2915098
510889,2915213
511108,2915317
511255,2915360
511567,2915485
511963,2915663
512093,2915707
512441,2915778
512580,2915796
512677,2915821
512872,2915857
512987,2915911
513273,2916106
513398,2916168
513708,2916264
513807,2916287
514096,2916308
514228,2916298
514399,2916263
514681,2916164
514722,2916141
514751,2916132
514770,2916124
514771,2916124
514849,2916097
514878,2916074
514906,2916054
514913,2916045
514930,2916032
514975,2915972
514977,2915968
514994,2915946
515010,2915905
515016,2915893
515036,2915869
515072,2915793
515105,2915694
515128,2915654
515169,2915608
515222,2915578
515344,2915529
515428,2915476
515545,2915471
515751,2915497
